faction,ability_id,name,flags,text
"leagues-of-votann","panspectral-scanner","Panspectral Scanner","","If during the shooting phase: /   -> re-roll hit rolls (ones) for unit / Scope: unit. Duration: permanent."
"leagues-of-votann","panspectral-scanning","Panspectral Scanning","","If during the shooting phase: /   -> re-roll hit rolls (ones) for unit / Scope: unit. Duration: permanent."
"leagues-of-votann","pragmatic-hunters","Pragmatic Hunters","","unit gains reactive move / Scope: aura 9. Duration: permanent."
"leagues-of-votann","predictive-guidance","Predictive Guidance","placeholder","refund ? CP / Scope: unit. Duration: one use."
"leagues-of-votann","preymark-crest","Preymark Crest","","unit's weapons gain Precision / Scope: unit. Duration: permanent."
"leagues-of-votann","prioritised-efficiency","Prioritised Efficiency","","re-roll charge rolls (all failures) for unit / +1 to hit rolls for unit / Scope: unit. Duration: until next command phase."
"leagues-of-votann","purge-response","Purge Response","","-5 to hit rolls (overwatch) for unit / Scope: unit. Duration: permanent."
"leagues-of-votann","rampart-crest","Rampart Crest","","If attached to a unit: /   -> self gains a 5+ invulnerable save / Scope: unit. Duration: permanent."
"leagues-of-votann","relentless-avalanche","Relentless Avalanche","placeholder","refund ? CP / Scope: unit. Duration: permanent."
"leagues-of-votann","resource-transmutation","Resource Transmutation","","If during the shooting phase: /   -> unit's weapons gain Sustained Hits 1 / Scope: unit. Duration: phase."
"leagues-of-votann","rollbar-searchlight","Rollbar Searchlight","","If during the shooting phase: /   -> ignore modifiers all rolls for unit / Scope: unit. Duration: permanent."
"leagues-of-votann","sagitaur-spearhead","Sagitaur Spearhead","","modify stats for unit / Scope: unit. Duration: permanent."
"leagues-of-votann","saturation-rounds","Saturation Rounds","","modify stats for unit / Scope: unit. Duration: permanent."
"leagues-of-votann","scanner-uplinks","Scanner Uplinks","","If during the shooting phase: /   -> -1 to hit rolls for attacker / Scope: unit. Duration: permanent."
"leagues-of-votann","science-guild-support","Science Guild Support","","self gains lone operative / Scope: aura 6. Duration: permanent."
"leagues-of-votann","scornful-analysis","Scornful Analysis","","modify stats for unit / Scope: unit. Duration: permanent."
"leagues-of-votann","scouts-9","Scouts 9""","","unit gains scouts 9"" / Scope: unit. Duration: one use."
"leagues-of-votann","seized-opportunity","Seized Opportunity","","If 1+ enemy units destroyed phase and at once per phase: /   -> gain 1 to yp-pool / Scope: self. Duration: phase."
"leagues-of-votann","smoke-launcher","Smoke Launcher","","self's weapons gain Smoke / Scope: unit. Duration: permanent."
"leagues-of-votann","stealth","Stealth","","-1 to hit rolls for attacker / Scope: unit. Duration: permanent."
"leagues-of-votann","subterranean-explosives","Subterranean Explosives","","If during the shooting phase: /   -> defender gains post attack debuff / Scope: unit. Duration: permanent."
"leagues-of-votann","teleport-crest","Teleport Crest","","self can deep strike / Scope: unit. Duration: permanent."
"leagues-of-votann","unhinged-vengeance","Unhinged Vengeance","","If during the shooting phase and in either player's turn: /   If at after enemy unit fires: /     If the model has lost wounds and not (the unit is battle-shocked) and not (engagement state) and at first time this phase: /       -> self gains vengeance move / Scope: self. Duration: phase."
"leagues-of-votann","weavefield-crest","Weavefield crest","","self gains a 5+ invulnerable save / Scope: unit. Duration: permanent."
"necrons","accelerator-mandible","Accelerator Mandible","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","adaptive-strategy","Adaptive Strategy","","unit can fall back and act / Scope: unit. Duration: permanent."
"necrons","advanced-quantum-shielding","Advanced Quantum Shielding","","-1 to wound rolls for attacker / Scope: unit. Duration: permanent."
"necrons","ancient-collector","Ancient Collector","placeholder","If attached to a unit: /   -> modify OC of unit by ? / Scope: unit. Duration: permanent."
"necrons","ancient-cover","Ancient Cover","","If during the shooting phase: /   -> unit gains benefit of cover / Scope: unit. Duration: permanent."
"necrons","atavistic-instigation","Atavistic Instigation","","If during the shooting phase: /   -> -1 to hit rolls for attacker / Scope: unit. Duration: permanent."
"necrons","atomic-energy-manipulator","Atomic Energy Manipulator","","If at end of phase and during the fight phase and 1+ enemy units destroyed this phase: /   -> self gains range extension mechanical augmentation / Scope: self. Duration: battle."
"necrons","bound-creation","Bound Creation","","unit gains Feel No Pain 4+ / Scope: unit. Duration: permanent."
"necrons","canoptek-retinue","Canoptek Retinue","","unit gains forced attachment / Scope: unit. Duration: permanent."
"necrons","canoptek-swarm","Canoptek Swarm","paren_plural","If during the command phase: /   If the unit has ""CANOPTEK SCARAB SWARM"": /     -> return 1 model(s) to friendly within aura with full wounds / Scope: aura 6. Duration: permanent."
"necrons","carrier-wave-aura","Carrier Wave (Aura)","","+1 OC for unit / Scope: aura 6. Duration: permanent."
"necrons","chittering-swarm","Chittering Swarm","","If engagement state: /   -> +-1 OC for enemy within aura / If within 6"" of friendly-cryptek: /   -> -1 OC for self / Scope: aura 6. Duration: permanent."
"necrons","chronometron","Chronometron","","If during the shooting phase: /   -> unit gains shoot and scoot / Scope: unit. Duration: turn."
"necrons","cosmic-storm","Cosmic Storm","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","counter-tactics","Counter-tactics","placeholder","gain ? CP / Scope: unit. Duration: one use."
"necrons","crimson-harvest","Crimson Harvest","","deal d3 mortal wounds to defender / Scope: unit. Duration: permanent."
"necrons","cryptek-retinue","Cryptek Retinue","","unit gains forced attachment / Scope: unit. Duration: permanent."
"necrons","ctan-shard","C’tan Shard","","self: cannot receive enhancements / Scope: self. Duration: battle."
"necrons","deadly-demise-1","Deadly Demise 1","","Roll D6: on 6+, deal 1 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"necrons","deadly-demise-3d6","Deadly Demise 3D6","","Roll D6: on 6+, deal 3D6 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"necrons","deadly-demise-d3","Deadly Demise D3","","Roll D6: on 6+, deal D3 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"necrons","deadly-demise-d6","Deadly Demise D6","","Roll D6: on 6+, deal D6 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"necrons","deadly-demise-d6-2","Deadly Demise D6+2","","Roll D6: on 6+, deal D6+2 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"necrons","deadly-demise-d6-3","Deadly Demise D6+3","","Roll D6: on 6+, deal D6+3 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"necrons","deadly-demise-d6-3-szarekh-model-only","Deadly Demise D6+3 (Szarekh model only)","","Roll D6: on 6+, deal D6+3 (Szarekh model only) mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"necrons","death-sphere-bombardment","Death Sphere Bombardment","","deal 1 mortal wounds to defender / Scope: unit. Duration: permanent."
"necrons","deep-strike","Deep Strike","","unit can deep strike / Scope: unit. Duration: permanent."
"necrons","deepening-madness","Deepening Madness","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","deployment","Deployment","","If at setup: /   -> unit gains individual model deployment within 12 coherency / Scope: self. Duration: battle."
"necrons","destroyer-cult","Destroyer Cult","","If during the shooting phase and attached to a unit: /   -> -5 to hit rolls for unit / Scope: unit. Duration: permanent."
"necrons","dispersion-shield","Dispersion Shield","","self gains a 4+ invulnerable save / Scope: unit. Duration: permanent."
"necrons","dominance-protocols","Dominance Protocols","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","drain-life","Drain Life","","If during the fight phase and at end: /   -> Roll D6: on 4+, deal D3 mortal wounds to enemy within aura / Scope: aura 6. Duration: phase."
"necrons","driven-by-hatred","Driven by Hatred","","If the unit is below half strength: /   -> re-roll hit rolls (all failures) for unit /   -> re-roll wound rolls (all failures) for unit / Scope: unit. Duration: permanent."
"necrons","empowered-engines","Empowered Engines","","+6 M for unit / Scope: any on battlefield. Duration: permanent. / Applies to: units with Titanic, Fly."
"necrons","engrammatic-logic","Engrammatic Logic","","unit gains once per battle special / Scope: aura 12. Duration: one use."
"necrons","enlivened-sentinels","Enlivened Sentinels","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","enslaved-star-god","Enslaved Star God","","self: cannot be warlord / Scope: self. Duration: battle."
"necrons","eternity-gate","Eternity Gate","","If during the movement phase and at reinforcements: /   -> unit can deep strike /   -> unit gains cannot charge this turn / Scope: aura 6. Duration: turn."
"necrons","evasion-engrams","Evasion Engrams","","If during the shooting phase: /   -> unit gains shoot and scoot / Scope: unit. Duration: turn."
"necrons","evasive-protocols","Evasive Protocols","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","fabricator-claw-array-aura","Fabricator Claw Array (Aura)","","unit gains Feel No Pain 6+ / Scope: aura 6. Duration: permanent."
"necrons","feel-no-pain-4","Feel No Pain 4+","","unit gains Feel No Pain 4+ / Scope: unit. Duration: permanent."
"necrons","feel-no-pain-5","Feel No Pain 5+","","unit gains Feel No Pain 5+ / Scope: unit. Duration: permanent."
"necrons","fights-first","Fights First","","unit fights first / Scope: unit. Duration: permanent."
"necrons","flesh-hunger","Flesh Hunger","","If during the fight phase and the unit is below half strength: /   -> -1 to hit rolls for unit / Scope: unit. Duration: permanent."
"necrons","fortification","Fortification","","If during the shooting phase: /   -> -1 to hit rolls for attacker / Scope: unit. Duration: permanent."
"necrons","ghostwalk-mantle","Ghostwalk Mantle","","If attached to a unit: /   -> unit fights first / Scope: unit. Duration: permanent."
"necrons","gloom-prism-aura","Gloom Prism (Aura)","","unit gains Feel No Pain 5+ / Scope: aura 6. Duration: permanent."
"necrons","grand-illusion","Grand Illusion","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","grand-strategist","Grand Strategist","","gain 1 CP / Scope: unit. Duration: permanent."
"necrons","gravitic-pulse","Gravitic Pulse","","deal d3 mortal wounds to defender / Scope: aura custom (18""). Duration: turn."
"necrons","guardian-protocols","Guardian Protocols","","If attached to a unit: /   -> -1 to wound rolls for attacker / Scope: unit. Duration: permanent."
"necrons","harassment-swarm-aura","Harassment Swarm (Aura)","","-1 to hit rolls for attacker / Scope: aura 6. Duration: permanent."
"necrons","harbinger-of-despair","Harbinger of Despair","","If during the fight phase: /   -> force a battle shock test on enemy within aura / Scope: aura custom (18""). Duration: permanent."
"necrons","harbinger-of-destruction","Harbinger of Destruction","","If during the shooting phase and attached to a unit: /   -> -5 to hit rolls for unit / Scope: unit. Duration: permanent."
"necrons","hard-wired-for-destruction","Hard-wired for Destruction","","If during the shooting phase: /   -> re-roll hit rolls (ones) for unit / Scope: unit. Duration: permanent."
"necrons","hypermotility-protocols","Hypermotility Protocols","","unit's weapons gain Assault / unit gains act after advancing / Scope: any on battlefield. Duration: permanent."
"necrons","hyperspace-hunters","Hyperspace Hunters","","If during the shooting phase: /   -> unit gains once per round special / Scope: aura custom (18""). Duration: permanent."
"necrons","illuminor","Illuminor","","self gains lone operative / Scope: aura 6. Duration: permanent."
"necrons","implacable-eradication","Implacable Eradication","","re-roll wound rolls (ones) for unit / Scope: unit. Duration: permanent."
"necrons","implacable-resilience","Implacable Resilience","placeholder","reduce incoming damage to unit by ? / Scope: unit. Duration: permanent."
"necrons","inescapable-death","Inescapable Death","placeholder","refund ? CP / Scope: unit. Duration: permanent."
"necrons","infectious-murder-madness-aura","Infectious Murder-Madness (Aura)","","unit's weapons gain Sustained Hits 1 / Scope: unit. Duration: permanent."
"necrons","infiltrators","Infiltrators","","unit gains infiltrate / Scope: unit. Duration: one use."
"necrons","invasion-beams","Invasion Beams","","If during the fight phase: /   -> self gains special embark rule / Scope: aura 6. Duration: permanent."
"necrons","leader","Leader","","unit gains leader / Scope: attached. Duration: permanent."
"necrons","living-lightning","Living Lightning","","If during the shooting phase: /   -> deal 1 mortal wounds to defender / Scope: aura custom (18""). Duration: permanent."
"necrons","lone-operative","Lone Operative","","self: cannot be targeted unless closest or within 12 / Scope: self. Duration: permanent."
"necrons","lord-of-the-pyrrhian-eternals","Lord of the Pyrrhian Eternals","","If attached to a unit: /   -> +1 to wound rolls for unit / Scope: unit. Duration: permanent."
"necrons","lord-of-the-storm","Lord of the Storm","","deal d3 mortal wounds to defender / Scope: aura 12. Duration: one use."
"necrons","malevolent-arcing","Malevolent Arcing","","If during the shooting phase: /   -> deal d3 mortal wounds to defender / Scope: aura 6. Duration: permanent."
"necrons","master-chronomancer","Master Chronomancer","","If attached to a unit: /   -> self gains a 4+ invulnerable save / Scope: unit. Duration: permanent."
"necrons","matter-absorption","Matter Absorption","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","mechanical-augmentation-aura","Mechanical Augmentation (Aura)","","+-1 AP for unit / Scope: aura 6. Duration: permanent."
"necrons","mind-in-the-machine","Mind in the Machine","","If during the shooting phase: /   -> -1 to hit rolls for attacker / Scope: aura 12. Duration: phase."
"necrons","mortality-shroud-aura","Mortality Shroud (aura)","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","multi-threat-eliminator","Multi-threat Eliminator","","If during the shooting phase: /   -> unit gains once per round special / Scope: aura 6. Duration: permanent."
"necrons","my-will-be-done","My Will Be Done","","refund 1 CP / Scope: unit. Duration: one use."
"necrons","nanosaturation","Nanosaturation","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","nanoscarab-amulet","Nanoscarab Amulet","","unit gains Feel No Pain 5+ / Scope: unit. Duration: permanent."
"necrons","nanoscarab-projector","Nanoscarab Projector","paren_plural","return 1 model(s) to unit with full wounds / Scope: aura 6. Duration: one use."
"necrons","nanoscarab-reanimation-beam-aura","Nanoscarab Reanimation Beam (Aura)","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","nebuloscope","Nebuloscope","","unit's weapons gain Ignores Cover / Scope: unit. Duration: permanent."
"necrons","necrodermis","Necrodermis","placeholder","reduce incoming damage to unit by ? / Scope: unit. Duration: permanent."
"necrons","nightmare-shroud-aura","Nightmare Shroud (Aura)","","If the unit is below starting strength: /   -> force a battle shock test on enemy within aura / Scope: aura 6. Duration: permanent."
"necrons","nullstone-field-generator-aura","Nullstone Field Generator (Aura)","","unit gains Feel No Pain 5+ / Scope: aura 6. Duration: permanent."
"necrons","obelisk-node-control","Obelisk Node Control","","If within range of an objective and you control 1+ objectives: /   -> self gains enemy reserve setup exclusion zone / Scope: aura 12. Duration: permanent."
"necrons","omnilocked-strafing","Omnilocked Strafing","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","optimised-for-slaughter","Optimised for Slaughter","","If the target has ""A"": /   -> re-roll wound rolls (ones) for unit / Scope: unit. Duration: permanent."
"necrons","overwhelming-obliteration","Overwhelming Obliteration","","unit's weapons gain Devastating Wounds / Scope: unit. Duration: turn."
"necrons","particle-pulse","Particle Pulse","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","phase-shift-generator-aura","Phase Shift Generator (Aura)","","If during the shooting phase: /   -> self gains a 5+ invulnerable save / Scope: aura 6. Duration: permanent."
"necrons","phase-shifted-cover","Phase-shifted Cover","","If during the shooting phase: /   -> unit gains benefit of cover / Scope: unit. Duration: permanent."
"necrons","phased-cover","Phased Cover","","If during the shooting phase: /   -> unit gains benefit of cover / Scope: unit. Duration: permanent."
"necrons","plasmacyte","Plasmacyte","","unit's weapons gain Devastating Wounds / Scope: unit. Duration: phase."
"necrons","powers-of-the-c-tan","Powers of the C’tan","","If during the shooting phase and at selected to shoot: /   -> self gains select up to two ctan powers restrict others / Scope: self. Duration: phase."
"necrons","prelocational-optimiser","Prelocational Optimiser","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","prophet-of-destruction","Prophet of Destruction","","re-roll wound rolls (ones) for unit / Scope: unit. Duration: phase."
"necrons","protective-disciples","Protective Disciples","","self gains lone operative / Scope: aura 6. Duration: permanent."
"necrons","quantum-invader","Quantum Invader","","If during the movement phase and at reinforcements and in either player's turn or during the movement phase and at reinforcements and in either player's turn or during the movement phase and at reinforcements and in either player's turn: /   -> self can deep strike / Scope: self. Duration: permanent."
"necrons","reanimation-nodes-aura","Reanimation Nodes (Aura)","","unit gains Feel No Pain 6+ / Scope: aura 6. Duration: permanent."
"necrons","reanimation-protocols","Reanimation Protocols","","set W to 3 for self / Scope: unit. Duration: permanent."
"necrons","recursive-reanimation","Recursive Reanimation","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","relentless-combatants","Relentless Combatants","","re-roll charge rolls (all failures) for unit / Scope: unit. Duration: permanent."
"necrons","relentless-march","Relentless March","","If attached to a unit: /   -> +1 M for unit / Scope: unit. Duration: permanent."
"necrons","repair-barge","Repair Barge","","unit gains once per round special / Scope: aura 6. Duration: permanent."
"necrons","resurrection-orb","Resurrection Orb","paren_plural","If attached to a unit: /   -> return 1 model(s) to unit with full wounds / Scope: unit. Duration: one use."
"necrons","rites-of-reanimation","Rites of Reanimation","","If attached to a unit: /   -> unit gains Feel No Pain 5+ / Scope: unit. Duration: permanent."
"necrons","scouts-8","Scouts 8""","","unit gains scouts 8"" / Scope: unit. Duration: one use."
"necrons","scouts-9","Scouts 9""","","unit gains scouts 9"" / Scope: unit. Duration: one use."
"necrons","self-destruction","Self-destruction","","If during the fight phase: /   -> deal d3 mortal wounds to defender / Scope: unit. Duration: permanent."
"necrons","sentinel-construct","Sentinel Construct","","-5 to hit rolls (overwatch) for unit / Scope: unit. Duration: permanent."
"necrons","shadowloom","Shadowloom","","self's weapons gain stealth / Scope: self. Duration: permanent."
"necrons","shieldvanes","Shieldvanes","","set Sv to 3 for self / Scope: unit. Duration: permanent."
"necrons","stealth","Stealth","","-1 to hit rolls for attacker / Scope: unit. Duration: permanent."
"necrons","subsurface-quantumweave","Subsurface Quantumweave","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","supreme-commander","Supreme Commander","","self: must be warlord / Scope: unit. Duration: permanent."
"necrons","surrogate-hosts","Surrogate Hosts","","If during the command phase and at start: /   -> self gains surrogate hosts / Scope: self. Duration: battle."
"necrons","swift-as-death","Swift As Death","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","systematic-vigour","Systematic Vigour","","If during the fight phase: /   -> self fights on death / Scope: unit. Duration: permanent."
"necrons","targeting-relay","Targeting Relay","","If during the shooting phase: /   -> unit gains benefit of cover / Scope: unit. Duration: phase."
"necrons","technomancer","Technomancer","paren_plural","return d3 model(s) to self with full wounds / Scope: aura 6. Duration: permanent."
"necrons","tectonic-reverberations","Tectonic Reverberations","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","teleportation-matrix","Teleportation Matrix","","unit gains once per battle special / Scope: unit. Duration: one use."
"necrons","terrifying-monstrosity","Terrifying Monstrosity","","If during the fight phase: /   -> force a battle shock test on enemy within aura / Scope: unit. Duration: permanent."
"necrons","the-lord-s-will","The Lord’s Will","","If the model is leading a unit: /   -> unit gains stratagem target while battle shocked / Scope: unit. Duration: permanent."
"necrons","the-silent-king","The Silent King","","+1 Ld for friendly within aura / Scope: aura 6. Duration: battle."
"necrons","the-stars-are-right","The Stars Are Right","","If during the fight phase: /   -> -3 A for self /   -> -3 S for self / Scope: unit. Duration: phase."
"necrons","the-vargard-s-duty","The Vargard’s Duty","","unit gains Feel No Pain 4+ / Scope: unit. Duration: permanent."
"necrons","their-number-is-legion","Their Number is Legion","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","timesplinter-mantle","Timesplinter Mantle","","If attached to a unit: /   -> -1 to hit rolls for attacker / Scope: unit. Duration: permanent."
"necrons","titanic-walker","Titanic Walker","","self gains move over terrain / Scope: unit. Duration: permanent."
"necrons","tools-of-dominion","Tools of Dominion","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","transdimensional-deployment","Transdimensional Deployment","","unit can deep strike / +1 to hit rolls for unit / Scope: any on battlefield. Duration: permanent."
"necrons","transdimensional-displacement","Transdimensional Displacement","","If during the movement phase and the unit advanced this turn: /   -> self can deep strike / Scope: self. Duration: turn."
"necrons","transient-madness","Transient Madness","","If attached to a unit: /   -> unit's weapons gain Lethal Hits /   -> unit's weapons gain Sustained Hits 1 /   -> unit's weapons gain Devastating Wounds / Scope: unit. Duration: until next command phase."
"necrons","translocation-shroud","Translocation Shroud","","+6 M for unit / Scope: unit. Duration: phase."
"necrons","triarch-abilities","Triarch Abilities","","If at start of battle round: /   -> self gains triarch ability selection / Scope: self. Duration: battle round."
"necrons","triarchal-menhirs","Triarchal Menhirs","placeholder;doubled_preposition;paren_plural","If at on model destroyed and the model is leading a unit: /   -> destroy ? non-leader model(s) from unit / Scope: unit. Duration: permanent."
"necrons","tunnelling-horrors","Tunnelling Horrors","","If at end of opponent turn and not (engagement state): /   -> self can deep strike / Scope: self. Duration: turn."
"necrons","united-in-destruction","United In Destruction","","If attached to a unit: /   -> unit's weapons gain Lethal Hits / Scope: unit. Duration: permanent."
"necrons","vanguard-protocols","Vanguard Protocols","","If attached to a unit: /   -> unit gains attached unit eligibility / Scope: unit. Duration: permanent."
"necrons","weapon-sentinels","Weapon Sentinels","","If during the shooting phase and the target has ""A"": /   -> ignore modifiers all rolls for unit / Scope: aura 12. Duration: permanent."
"necrons","whirling-onslaught","Whirling Onslaught","","If during the fight phase and the unit charged this turn: /   -> re-roll hit rolls (ones) for unit / Scope: unit. Duration: permanent."
"necrons","will-of-the-conqueror","Will of the Conqueror","","modify stats for unit / Scope: unit. Duration: permanent."
"necrons","wraith-form","Wraith Form","","deal 1 mortal wounds to defender / Scope: unit. Duration: permanent."
"necrons","ziggurat-dock","Ziggurat Dock","","unit's weapons gain heavy / Scope: unit. Duration: permanent."
"orks","aerial-deployment","Aerial Deployment","","If at starts in strategic reserves and in either player's turn or in either player's turn or in either player's turn: /   -> self can deep strike / Scope: self. Duration: battle."
"orks","ammo-runt","Ammo Runt","","unit's weapons gain Lethal Hits / Scope: unit. Duration: phase."
"orks","ard-case","’Ard Case","","+2 T for bearer / bearer gains an ability / Scope: self. Duration: permanent."
"orks","armoured-duellists","Armoured Duellists","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","attached-unit","Attached Unit","","If attached to a unit: /   -> unit gains attached unit eligibility / Scope: unit. Duration: permanent."
"orks","beastboss","Beastboss","","If during the fight phase and attached to a unit: /   -> +1 to hit rolls for unit / Scope: unit. Duration: permanent."
"orks","big-an-shooty","Big an’ Shooty","","If during the shooting phase: /   -> +1 to hit rolls for unit / Scope: unit. Duration: permanent."
"orks","big-an-stompy","Big an’ Stompy","","If during the fight phase: /   -> +1 to hit rolls for unit / Scope: unit. Duration: permanent."
"orks","big-bomms","Big Bomms","","deal 1 mortal wounds to defender / Scope: unit. Duration: one use."
"orks","big-booms","Big Booms","","If during the shooting phase: /   -> deal d3 mortal wounds to defender / Scope: aura 6. Duration: permanent."
"orks","big-gunz","BIG GUNZ","","self gains flavor text / Scope: unit. Duration: permanent."
"orks","billowing-fumes-aura","Billowing Fumes (Aura)","","-1 to hit rolls for attacker / Scope: aura 6. Duration: permanent."
"orks","blastajet-attack-run","Blastajet Attack Run","","If during the shooting phase and the target has ""A"": /   -> re-roll hit rolls (ones) for unit / Scope: unit. Duration: permanent."
"orks","blastajet-force-field","Blastajet Force Field","","self gains a 4+ invulnerable save / Scope: unit. Duration: permanent."
"orks","blitzkaptin","Blitzkaptin","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","boarding-ramps","Boarding Ramps","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","bodyguard","Bodyguard","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","bomb-squig","Bomb Squig","","deal d3 mortal wounds to defender / Scope: aura 12. Duration: one use."
"orks","bomb-squigs","Bomb Squigs","","deal d3 mortal wounds to defender / Scope: aura 12. Duration: one use."
"orks","boom-bomb","Boom Bomb","","deal d6 mortal wounds to defender / Scope: unit. Duration: permanent."
"orks","brutal-broadside","Brutal Broadside","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","burna-bomb","Burna Bomb","","deal 1 mortal wounds to defender / Scope: unit. Duration: turn."
"orks","buzzer-squigs","Buzzer Squigs","","If during the shooting phase: /   -> defender gains post attack debuff / Scope: unit. Duration: permanent."
"orks","clankin-forward","Clankin’ Forward","","self gains move over terrain / Scope: unit. Duration: permanent."
"orks","da-bigger-dey-are-da-better-dey-drop","Da Bigger Dey Are, da Better Dey Drop","placeholder","deal ? mortal wounds to enemy within aura / Scope: unit. Duration: permanent."
"orks","da-bigger-dey-iz","Da Bigger Dey Iz…","","If during the fight phase and the target has ""TITANIC"": /   -> +1 D for unit / Scope: unit. Duration: permanent."
"orks","da-biggest-and-da-best","Da Biggest and da Best","","+4 A for unit / Scope: unit. Duration: permanent."
"orks","da-biggest-booms","Da Biggest Booms","","If during the shooting phase: /   -> force a battle shock test on enemy within aura / Scope: aura 6. Duration: permanent."
"orks","da-boss-ladz","Da Boss’ Ladz","","If attached to a unit: /   -> -1 to wound rolls for attacker / Scope: unit. Duration: permanent."
"orks","da-jump-psychic","Da Jump (Psychic)","","deal d6 mortal wounds to defender / Scope: unit. Duration: permanent."
"orks","da-revolushun","Da Revolushun!","","If attached to a unit: /   -> +1 to hit rolls for unit / Scope: unit. Duration: permanent."
"orks","dakka-dakka-dakka","Dakka! Dakka! Dakka!","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","dakkastorm","Dakkastorm","","If during the shooting phase: /   -> -1 to hit rolls for unit / Scope: unit. Duration: permanent."
"orks","dat-s-our-loot","Dat’s Our Loot!","","If during the shooting phase and the target has ""A"": /   -> re-roll hit rolls (ones) for unit / Scope: unit. Duration: permanent."
"orks","dead-brutal","Dead Brutal","","set Damage to 3 for self / Scope: unit. Duration: permanent."
"orks","deadly-demise-1","Deadly Demise 1","","Roll D6: on 6+, deal 1 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"orks","deadly-demise-2d6","Deadly Demise 2D6","","Roll D6: on 6+, deal 2D6 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"orks","deadly-demise-d3","Deadly Demise D3","","Roll D6: on 6+, deal D3 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"orks","deadly-demise-d6","Deadly Demise D6","","Roll D6: on 6+, deal D6 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"orks","deadly-demise-d6-2","Deadly Demise D6+2","","Roll D6: on 6+, deal D6+2 mortal wounds to enemy within aura (within 6"") / Scope: aura 6. Duration: one use."
"orks","deep-strike","Deep Strike","","unit can deep strike / Scope: unit. Duration: permanent."
"orks","deff-from-above","Deff from Above","","deal 1 mortal wounds to defender / Scope: unit. Duration: permanent."
"orks","deranged-snotling-assault","Deranged Snotling Assault","","If during the shooting phase: /   -> force a battle shock test on enemy within aura / Scope: unit. Duration: permanent."
"orks","devastating-drift","Devastating Drift","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","distraction-grot","Distraction Grot","","If during the shooting phase: /   -> self gains a 5+ invulnerable save / Scope: unit. Duration: phase."
"orks","dok-s-toolz","Dok’s Toolz","","If attached to a unit: /   -> unit gains Feel No Pain 5+ / Scope: unit. Duration: permanent."
"orks","drill-through","Drill Through","","deal d3 mortal wounds to defender / Scope: unit. Duration: permanent."
"orks","drive-by-dakka","Drive-by Dakka","","If during the shooting phase and the target has ""A"": /   -> +-1 AP for unit / Scope: aura 9. Duration: permanent."
"orks","eager-for-the-fight","Eager for the Fight","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","feel-no-pain-5","Feel No Pain 5+","","unit gains Feel No Pain 5+ / Scope: unit. Duration: permanent."
"orks","feel-no-pain-6","Feel No Pain 6+","","unit gains Feel No Pain 6+ / Scope: unit. Duration: permanent."
"orks","ferocious-rage","Ferocious Rage","","unit's weapons gain Devastating Wounds / Scope: unit. Duration: turn."
"orks","firing-deck-11","Firing Deck 11","","unit gains firing deck (11) / Scope: self. Duration: permanent."
"orks","firing-deck-12","Firing Deck 12","","unit gains firing deck (12) / Scope: self. Duration: permanent."
